name,full_name,URL,desc.,total_commits,last_commit,commits_2024,stars,fork,forks,lang,size,score,template,archived,disabled,contributors_url,collaborators_url,collaborators,search_term
macchina.io,macchina-io/macchina.io,https://github.com/macchina-io/macchina.io,"macchina.io EDGE is a powerful C++ and JavaScript SDK for edge devices, multi-service IoT gateways and connected embedded systems.",1233,2024-06-11T16:51:00Z,37,517,False,156,C++,128373,1.0,False,False,False,https://api.github.com/repos/macchina-io/macchina.io/contributors,https://api.github.com/repos/macchina-io/macchina.io/collaborators{/collaborator},7,edge-iot
kura,eclipse-kura/kura,https://github.com/eclipse-kura/kura,"Eclipse Kura™ is a versatile framework to supercharge your edge devices, streamlining the process of configuring your gateway, connecting sensors, and IoT devices to seamlessly collect, process, and send data to the cloud.",6039,2025-01-18T09:21:42Z,212,513,False,314,Java,406204,1.0,False,False,False,https://api.github.com/repos/eclipse-kura/kura/contributors,https://api.github.com/repos/eclipse-kura/kura/collaborators{/collaborator},59,edge-iot
keylime,keylime/keylime,https://github.com/keylime/keylime,A CNCF Project to Bootstrap & Maintain Trust on the Edge / Cloud and IoT,1964,2025-01-17T17:31:37Z,191,440,False,153,Python,15813,1.0,False,False,False,https://api.github.com/repos/keylime/keylime/contributors,https://api.github.com/repos/keylime/keylime/collaborators{/collaborator},65,edge-iot
embeddedml,jonnor/embeddedml,https://github.com/jonnor/embeddedml,Notes on Machine Learning on edge for embedded/sensor/IoT uses,520,2025-01-15T23:54:32Z,265,257,False,31,Jupyter Notebook,132566,1.0,False,False,False,https://api.github.com/repos/jonnor/embeddedml/contributors,https://api.github.com/repos/jonnor/embeddedml/collaborators{/collaborator},1,edge-iot
frontier,singchia/frontier,https://github.com/singchia/frontier,The first open source cloud-native tcp gateway for edges. 首个开源云原生tcp/udp长连接网关，支持rpc、消息和流，微服务和边缘节点/客户端互相直达！完美匹配mesh vpn、内网穿透、边缘管理、iot网关等场景,268,2024-10-15T03:11:22Z,263,253,False,36,Go,14618,1.0,False,False,False,https://api.github.com/repos/singchia/frontier/contributors,https://api.github.com/repos/singchia/frontier/collaborators{/collaborator},4,edge-iot
iot-edge-opc-plc,Azure-Samples/iot-edge-opc-plc,https://github.com/Azure-Samples/iot-edge-opc-plc,"Sample OPC UA server with nodes that generate random and increasing data, anomalies and much more ...",437,2025-01-09T14:26:06Z,68,236,False,95,C#,1660,1.0,False,False,False,https://api.github.com/repos/Azure-Samples/iot-edge-opc-plc/contributors,https://api.github.com/repos/Azure-Samples/iot-edge-opc-plc/collaborators{/collaborator},23,edge-iot
thin-edge.io,thin-edge/thin-edge.io,https://github.com/thin-edge/thin-edge.io,The open edge framework for lightweight IoT devices,5432,2025-01-17T22:04:34Z,1771,228,False,56,Rust,122193,1.0,False,False,False,https://api.github.com/repos/thin-edge/thin-edge.io/contributors,https://api.github.com/repos/thin-edge/thin-edge.io/collaborators{/collaborator},30,edge-iot
iotedge-lorawan-starterkit,Azure/iotedge-lorawan-starterkit,https://github.com/Azure/iotedge-lorawan-starterkit,Sample implementation of LoRaWAN components to connect LoRaWAN antenna gateway running IoT Edge directly with Azure IoT.,1074,2024-05-30T13:04:45Z,0,185,False,63,C#,35444,1.0,False,False,False,https://api.github.com/repos/Azure/iotedge-lorawan-starterkit/contributors,https://api.github.com/repos/Azure/iotedge-lorawan-starterkit/collaborators{/collaborator},34,edge-iot
simpleiot,simpleiot/simpleiot,https://github.com/simpleiot/simpleiot,Simple IoT cloud/edge application/framework,3433,2025-01-03T22:10:16Z,263,178,False,29,Go,16600,1.0,False,False,False,https://api.github.com/repos/simpleiot/simpleiot/contributors,https://api.github.com/repos/simpleiot/simpleiot/collaborators{/collaborator},9,edge-iot
azure-iotedge,Azure/azure-iotedge,https://github.com/Azure/azure-iotedge,The Azure IoT Edge product,219,2024-11-13T19:42:52Z,57,170,False,43,PowerShell,212,1.0,False,False,False,https://api.github.com/repos/Azure/azure-iotedge/contributors,https://api.github.com/repos/Azure/azure-iotedge/collaborators{/collaborator},18,edge-iot
iotedgedev,Azure/iotedgedev,https://github.com/Azure/iotedgedev,The Azure IoT Edge Dev Tool greatly simplifies your Azure IoT Edge development process. It has everything you need to get started and helps with your day-to-day Edge development.,585,2024-03-13T17:27:55Z,2,163,False,72,Python,4414,1.0,False,False,False,https://api.github.com/repos/Azure/iotedgedev/contributors,https://api.github.com/repos/Azure/iotedgedev/collaborators{/collaborator},31,edge-iot
fogflow,smartfog/fogflow,https://github.com/smartfog/fogflow,FogFlow is a standard-based IoT fog computing framework that supports serverless computing and edge computing with advanced programming models,2471,2024-11-04T09:48:23Z,22,126,False,45,Go,187714,1.0,False,False,False,https://api.github.com/repos/smartfog/fogflow/contributors,https://api.github.com/repos/smartfog/fogflow/collaborators{/collaborator},23,edge-iot
starlane,starlane-io/starlane,https://github.com/starlane-io/starlane,"Starlane makes it easy to deploy and interoperate with secure WebAssembly code in the cloud, the edge, desktop, mobile and IoT environments.",1497,2025-01-17T02:06:48Z,311,103,False,3,Rust,60890,1.0,False,False,False,https://api.github.com/repos/starlane-io/starlane/contributors,https://api.github.com/repos/starlane-io/starlane/collaborators{/collaborator},2,edge-iot
IntelligentEdgeHOL,toolboc/IntelligentEdgeHOL,https://github.com/toolboc/IntelligentEdgeHOL,"The IntelligentEdgeHOL walks through the process of deploying an IoT Edge module to an Nvidia Jetson Nano device to allow for detection of objects in YouTube videos, RTSP streams, or an attached web cam",38,2024-06-11T18:47:03Z,0,93,False,37,Python,32195,1.0,False,False,False,https://api.github.com/repos/toolboc/IntelligentEdgeHOL/contributors,https://api.github.com/repos/toolboc/IntelligentEdgeHOL/collaborators{/collaborator},3,edge-iot
compage,intelops/compage,https://github.com/intelops/compage,"Compage - Low-Code Framework to develop Rest API, gRPC, dRPC, GraphQL, WebAssembly, microservices, FaaS, Temporal workloads, IoT and edge services, K8s controllers, K8s CRDs, K8s custom APIs, K8s Operators, K8s hooks, etc. with minimal coding and by automatically applying best practice methods like software supply chain security measures, SBOM, openAPI, cloudevents, etc. Auto generate code after defining requirements in UI as diagram.",976,2024-08-09T19:09:32Z,43,83,False,21,Go,29436,1.0,False,False,False,https://api.github.com/repos/intelops/compage/contributors,https://api.github.com/repos/intelops/compage/collaborators{/collaborator},7,edge-iot
Phi-3MiniSamples,Azure-Samples/Phi-3MiniSamples,https://github.com/Azure-Samples/Phi-3MiniSamples,"Discover how phi3-mini, a new series of models from Microsoft, enables deployment of Large Language Models (LLMs) on edge devices and IoT devices. Learn how to use Semantic Kernel, Ollama/LlamaEdge, and ONNX Runtime to access and infer phi3-mini models, and explore the possibilities of generative AI in various application scenarios",34,2024-07-09T19:46:18Z,34,70,False,18,C++,6414,1.0,False,False,False,https://api.github.com/repos/Azure-Samples/Phi-3MiniSamples/contributors,https://api.github.com/repos/Azure-Samples/Phi-3MiniSamples/collaborators{/collaborator},5,edge-iot
aws-iot-fleetwise-edge,aws/aws-iot-fleetwise-edge,https://github.com/aws/aws-iot-fleetwise-edge,Reference Implementation for AWS IoT FleetWise,92,2025-01-15T14:50:35Z,25,63,False,45,C++,5039,1.0,False,False,False,https://api.github.com/repos/aws/aws-iot-fleetwise-edge/contributors,https://api.github.com/repos/aws/aws-iot-fleetwise-edge/collaborators{/collaborator},15,edge-iot
meta-iotedge,Azure/meta-iotedge,https://github.com/Azure/meta-iotedge,Yocto layer for Azure IoT Edge,45,2024-10-29T18:53:41Z,3,55,False,59,BitBake,188,1.0,False,False,False,https://api.github.com/repos/Azure/meta-iotedge/contributors,https://api.github.com/repos/Azure/meta-iotedge/collaborators{/collaborator},9,edge-iot
iotedge-eflow,Azure/iotedge-eflow,https://github.com/Azure/iotedge-eflow,Azure IoT Edge for Linux on Windows,505,2024-11-26T21:13:54Z,1,51,False,29,PowerShell,54935,1.0,False,False,False,https://api.github.com/repos/Azure/iotedge-eflow/contributors,https://api.github.com/repos/Azure/iotedge-eflow/collaborators{/collaborator},8,edge-iot
trusted-connector,Fraunhofer-AISEC/trusted-connector,https://github.com/Fraunhofer-AISEC/trusted-connector,"IoT edge platform ""Trusted Connector"" of the International Data Spaces. Based on Spring Boot, includes Camel message routing, a Camel component for IDSCP2 (including remote attestation with other connectors) and a management web UI.",2263,2024-08-31T15:15:08Z,32,48,False,45,Kotlin,114526,1.0,False,False,False,https://api.github.com/repos/Fraunhofer-AISEC/trusted-connector/contributors,https://api.github.com/repos/Fraunhofer-AISEC/trusted-connector/collaborators{/collaborator},14,edge-iot
evio,EdgeVPNio/evio,https://github.com/EdgeVPNio/evio,"Virtualized overlay networking for the fog. The Evio network spans the continuum, from the cloud to the edge, providing a virtual private layer 2 network suitable for edge devices in IoT workloads.",190,2024-08-26T19:53:45Z,32,44,False,15,Python,2080,1.0,False,False,False,https://api.github.com/repos/EdgeVPNio/evio/contributors,https://api.github.com/repos/EdgeVPNio/evio/collaborators{/collaborator},6,edge-iot
awesome-edge,yarncraft/awesome-edge,https://github.com/yarncraft/awesome-edge,"A qualitative compilation of production-ready frameworks, services and repositories with a focus on Edge Computing & IoT",15,2024-03-08T23:59:59Z,3,40,False,7,,116,1.0,False,False,False,https://api.github.com/repos/yarncraft/awesome-edge/contributors,https://api.github.com/repos/yarncraft/awesome-edge/collaborators{/collaborator},1,edge-iot
IntelligentEdgeHOL,Azure/IntelligentEdgeHOL,https://github.com/Azure/IntelligentEdgeHOL,"The IntelligentEdgeHOL walks through the process of deploying an Azure IoT Edge module to an Nvidia Jetson Nano device to allow for detection of objects in YouTube videos, RTSP streams, or an attached web cam ",38,2024-06-11T19:49:17Z,0,40,False,7,Python,32182,1.0,False,False,False,https://api.github.com/repos/Azure/IntelligentEdgeHOL/contributors,https://api.github.com/repos/Azure/IntelligentEdgeHOL/collaborators{/collaborator},3,edge-iot
Packer,HariSekhon/Packer,https://github.com/HariSekhon/Packer,"HashiCorp Packer code to build portable virtual machines in OVA format for Ubuntu, Debian and Redhat based systems with automated installers Kickstart, Preseed and AutoInstaller / Cloud-Init. Useful for IoT edge sites, Kubernetes base systems and VM appliances to ship to customers",821,2024-10-13T00:08:39Z,83,39,False,6,HCL,434,1.0,False,False,False,https://api.github.com/repos/HariSekhon/Packer/contributors,https://api.github.com/repos/HariSekhon/Packer/collaborators{/collaborator},1,edge-iot
JAMScript,citelab/JAMScript,https://github.com/citelab/JAMScript,A programming language for cloud of moving things (edge-based IoT),2593,2024-09-13T06:59:44Z,9,31,False,19,C,58313,1.0,False,False,False,https://api.github.com/repos/citelab/JAMScript/contributors,https://api.github.com/repos/citelab/JAMScript/collaborators{/collaborator},20,edge-iot
FogBus2,Cloudslab/FogBus2,https://github.com/Cloudslab/FogBus2,FogBus2: A Lightweight and Distributed Container-based Framework for Integration of IoT-enabled Systems with Edge and Cloud Computing,471,2024-09-03T09:17:50Z,0,25,False,10,Python,27933,1.0,False,False,False,https://api.github.com/repos/Cloudslab/FogBus2/contributors,https://api.github.com/repos/Cloudslab/FogBus2/collaborators{/collaborator},2,edge-iot
AttestationEngine,nokia/AttestationEngine,https://github.com/nokia/AttestationEngine,"An experimental (but fully functional) Remote Attestation Engine and Applications for TPM2.0 based systems (cloud, edge, IoT etc)",678,2024-01-24T10:59:41Z,25,24,False,17,Go,193873,1.0,False,False,False,https://api.github.com/repos/nokia/AttestationEngine/contributors,https://api.github.com/repos/nokia/AttestationEngine/collaborators{/collaborator},16,edge-iot
noderededgemodule,iotblackbelt/noderededgemodule,https://github.com/iotblackbelt/noderededgemodule,This repo contains the documentation for Azure IoT Edge module to use node-red on IoT Edge.,94,2024-04-24T14:53:52Z,1,23,False,19,JavaScript,826,1.0,False,True,False,https://api.github.com/repos/iotblackbelt/noderededgemodule/contributors,https://api.github.com/repos/iotblackbelt/noderededgemodule/collaborators{/collaborator},2,edge-iot
tracker-edge,particle-iot/tracker-edge,https://github.com/particle-iot/tracker-edge,Particle Tracker reference application,217,2024-12-21T01:15:04Z,25,23,False,31,C++,496,1.0,False,False,False,https://api.github.com/repos/particle-iot/tracker-edge/contributors,https://api.github.com/repos/particle-iot/tracker-edge/collaborators{/collaborator},14,edge-iot
iotedge-vm-deploy,Azure/iotedge-vm-deploy,https://github.com/Azure/iotedge-vm-deploy,ARM template to deploy a VM with IoT Edge pre-installed (via cloud-init),34,2024-06-04T18:18:23Z,3,23,False,43,Bicep,63,1.0,False,False,False,https://api.github.com/repos/Azure/iotedge-vm-deploy/contributors,https://api.github.com/repos/Azure/iotedge-vm-deploy/collaborators{/collaborator},9,edge-iot
tempo,cifertech/tempo,https://github.com/cifertech/tempo,"an IoT Edge device equipped with ESP32, DHT22, and Ethernet W5500",7,2024-05-06T07:35:42Z,7,23,False,8,C++,534,1.0,False,False,False,https://api.github.com/repos/cifertech/tempo/contributors,https://api.github.com/repos/cifertech/tempo/collaborators{/collaborator},1,edge-iot
azure-iot-edge-identity-translation-lite,Azure-Samples/azure-iot-edge-identity-translation-lite,https://github.com/Azure-Samples/azure-iot-edge-identity-translation-lite,Azure IoT Edge Identity Translation Module sample.,74,2024-04-22T07:26:46Z,1,22,False,22,C#,769,1.0,False,False,False,https://api.github.com/repos/Azure-Samples/azure-iot-edge-identity-translation-lite/contributors,https://api.github.com/repos/Azure-Samples/azure-iot-edge-identity-translation-lite/collaborators{/collaborator},12,edge-iot
DevEdge-IoTDevKit-ZephyrSDK,tmobile/DevEdge-IoTDevKit-ZephyrSDK,https://github.com/tmobile/DevEdge-IoTDevKit-ZephyrSDK,ZephyrSDK (TMO_shell) is a Zephyr application built by T-Mobile and comes shipped on the DevEdge - IoT Developer Kit,307,2024-05-03T20:54:48Z,0,20,False,10,C,944,1.0,False,False,False,https://api.github.com/repos/tmobile/DevEdge-IoTDevKit-ZephyrSDK/contributors,https://api.github.com/repos/tmobile/DevEdge-IoTDevKit-ZephyrSDK/collaborators{/collaborator},11,edge-iot
nabto-embedded-sdk,nabto/nabto-embedded-sdk,https://github.com/nabto/nabto-embedded-sdk,"Nabto Edge Embedded SDK. Secure, direct connections to your IoT devices.",2861,2024-12-02T13:10:24Z,195,17,False,4,C,5401,1.0,False,False,False,https://api.github.com/repos/nabto/nabto-embedded-sdk/contributors,https://api.github.com/repos/nabto/nabto-embedded-sdk/collaborators{/collaborator},5,edge-iot
A-Social-Relationship-Awareness-Based-Dependent-Task-Offloading-Algorithm-for-Mobile-Edge-Computing,charyco/A-Social-Relationship-Awareness-Based-Dependent-Task-Offloading-Algorithm-for-Mobile-Edge-Computing,https://github.com/charyco/A-Social-Relationship-Awareness-Based-Dependent-Task-Offloading-Algorithm-for-Mobile-Edge-Computing,"This study presents a task offloading algorithm that considers social relationships, task dependencies, energy consumption, and latency. It optimizes four modes—local, D2D, edge, and mixed execution—using the Hungarian algorithm. Experiments validate its effectiveness for mobile devices, IoT, data centers, and intelligent vehicles.",5,2024-07-10T11:51:12Z,5,16,False,0,Python,15,1.0,False,False,False,https://api.github.com/repos/charyco/A-Social-Relationship-Awareness-Based-Dependent-Task-Offloading-Algorithm-for-Mobile-Edge-Computing/contributors,https://api.github.com/repos/charyco/A-Social-Relationship-Awareness-Based-Dependent-Task-Offloading-Algorithm-for-Mobile-Edge-Computing/collaborators{/collaborator},1,edge-iot
dotnet-template-azure-iot-edge-module,Azure/dotnet-template-azure-iot-edge-module,https://github.com/Azure/dotnet-template-azure-iot-edge-module,Scaffolding tool for Azure IoT Edge C# module,200,2024-04-30T04:43:42Z,3,15,False,23,C#,228,1.0,False,False,False,https://api.github.com/repos/Azure/dotnet-template-azure-iot-edge-module/contributors,https://api.github.com/repos/Azure/dotnet-template-azure-iot-edge-module/collaborators{/collaborator},14,edge-iot
edge-aio-in-a-box,Azure-Samples/edge-aio-in-a-box,https://github.com/Azure-Samples/edge-aio-in-a-box,Azure IoT Operations with Edge AI in-a-Box,150,2024-11-12T20:03:08Z,150,13,False,4,Jupyter Notebook,26771,1.0,False,False,False,https://api.github.com/repos/Azure-Samples/edge-aio-in-a-box/contributors,https://api.github.com/repos/Azure-Samples/edge-aio-in-a-box/collaborators{/collaborator},3,edge-iot
eden,eml-eda/eden,https://github.com/eml-eda/eden,Efficient Decision tree Ensembles libary for IoT edge nodes,37,2024-10-02T10:44:27Z,11,13,False,0,Python,326,1.0,False,False,False,https://api.github.com/repos/eml-eda/eden/contributors,https://api.github.com/repos/eml-eda/eden/collaborators{/collaborator},1,edge-iot
iot-gateway,industrial-edge/iot-gateway,https://github.com/industrial-edge/iot-gateway,Using the IE system apps to preprocess PLC data and push it to the cloud,41,2024-12-18T11:31:31Z,16,12,False,7,,23704,1.0,False,False,False,https://api.github.com/repos/industrial-edge/iot-gateway/contributors,https://api.github.com/repos/industrial-edge/iot-gateway/collaborators{/collaborator},10,edge-iot
talk-to-your-factory,chriscrcodes/talk-to-your-factory,https://github.com/chriscrcodes/talk-to-your-factory,"'Talk to Your Factory' demo leveraging Edge (Azure IoT Operations), Cloud (Microsoft Fabric), and a Factory Agent (Azure OpenAI), to streamline factory operations. It allows real-time, natural language communication with factory systems, helping operators quickly identify issues, boost efficiency, and minimize downtime.",138,2024-12-20T16:05:50Z,138,11,False,4,Python,26465,1.0,False,False,False,https://api.github.com/repos/chriscrcodes/talk-to-your-factory/contributors,https://api.github.com/repos/chriscrcodes/talk-to-your-factory/collaborators{/collaborator},1,edge-iot
