name,full_name,URL,desc.,total_commits,last_commit,commits_2024,stars,fork,forks,lang,size,score,template,archived,disabled,contributors_url,collaborators_url,collaborators,search_term
iotedge,Azure/iotedge,https://github.com/Azure/iotedge,The IoT Edge OSS project,4241,2025-01-17T01:04:54Z,135,1472,False,462,C#,43348,1.0,False,False,False,https://api.github.com/repos/Azure/iotedge/contributors,https://api.github.com/repos/Azure/iotedge/collaborators{/collaborator},92,edge iot
shellhub,shellhub-io/shellhub,https://github.com/shellhub-io/shellhub,:computer: Get seamless remote access to any Linux device. Centralized SSH for the edge and cloud computing,5364,2025-01-20T04:32:04Z,1041,1424,False,140,Go,76964,1.0,False,False,False,https://api.github.com/repos/shellhub-io/shellhub/contributors,https://api.github.com/repos/shellhub-io/shellhub/collaborators{/collaborator},38,edge iot
kubeone,kubermatic/kubeone,https://github.com/kubermatic/kubeone,"Kubermatic KubeOne automate cluster operations on all your cloud, on-prem, edge, and IoT environments.  ",1882,2025-01-14T15:13:55Z,207,1397,False,239,Go,14857,1.0,False,False,False,https://api.github.com/repos/kubermatic/kubeone/contributors,https://api.github.com/repos/kubermatic/kubeone/collaborators{/collaborator},79,edge iot
shifu,Edgenesis/shifu,https://github.com/Edgenesis/shifu,Kubernetes-native IoT gateway,641,2025-01-20T09:33:43Z,149,1304,False,121,Go,50368,1.0,False,False,False,https://api.github.com/repos/Edgenesis/shifu/contributors,https://api.github.com/repos/Edgenesis/shifu/collaborators{/collaborator},39,edge iot
objectbox-go,objectbox/objectbox-go,https://github.com/objectbox/objectbox-go,"Embedded Go Database, the fast alternative to SQLite, gorm, etc.",856,2024-08-29T11:45:57Z,17,1118,False,48,Go,2468,1.0,False,False,False,https://api.github.com/repos/objectbox/objectbox-go/contributors,https://api.github.com/repos/objectbox/objectbox-go/collaborators{/collaborator},9,edge iot
iotgateway,iioter/iotgateway,https://github.com/iioter/iotgateway,"A cross-platform IoT gateway based on .net6. Through visual configuration, you can easily connect to any of your devices and systems (such as PLC, barcode scanner, CNC, database, serial device, host computer, OPC Server, OPC UA Server, Mqtt Server, etc.), so as to interact with Thingsboard, IoTSharp or Your own IoT platform for two-way data communication. Provide a simple driver development interface; of course, edge computing can also be performed.",307,2025-01-13T01:08:44Z,29,853,False,253,C#,60771,1.0,False,False,False,https://api.github.com/repos/iioter/iotgateway/contributors,https://api.github.com/repos/iioter/iotgateway/collaborators{/collaborator},11,edge iot
pipy,flomesh-io/pipy,https://github.com/flomesh-io/pipy,"Pipy is a programmable proxy for the cloud, edge and IoT.",2251,2025-01-16T03:41:09Z,480,782,False,73,C++,53687,1.0,False,False,False,https://api.github.com/repos/flomesh-io/pipy/contributors,https://api.github.com/repos/flomesh-io/pipy/collaborators{/collaborator},21,edge iot
azure_arc,microsoft/azure_arc,https://github.com/microsoft/azure_arc,"Automated Azure Arc, Edge, and Platform environments",13894,2025-01-16T22:50:03Z,2035,755,False,558,HTML,576406,1.0,False,False,False,https://api.github.com/repos/microsoft/azure_arc/contributors,https://api.github.com/repos/microsoft/azure_arc/collaborators{/collaborator},86,edge iot
microshift,openshift/microshift,https://github.com/openshift/microshift,A small form factor OpenShift/Kubernetes optimized for edge computing,5895,2025-01-20T09:07:17Z,1961,708,False,203,Go,107666,1.0,False,False,False,https://api.github.com/repos/openshift/microshift/contributors,https://api.github.com/repos/openshift/microshift/collaborators{/collaborator},84,edge iot
balena-engine,balena-os/balena-engine,https://github.com/balena-os/balena-engine,"Moby-based Container Engine for Embedded, IoT, and Edge uses",40739,2025-01-10T16:14:46Z,7,703,False,68,Go,209150,1.0,False,False,False,https://api.github.com/repos/balena-os/balena-engine/contributors,https://api.github.com/repos/balena-os/balena-engine/collaborators{/collaborator},100,edge iot
streampipes,apache/streampipes,https://github.com/apache/streampipes,"Apache StreamPipes - A self-service (Industrial) IoT toolbox to enable non-technical users to connect, analyze and explore IoT data streams.",11206,2025-01-20T10:32:11Z,570,620,False,188,Java,325069,1.0,False,False,False,https://api.github.com/repos/apache/streampipes/contributors,https://api.github.com/repos/apache/streampipes/collaborators{/collaborator},69,edge iot
zilla,aklivity/zilla,https://github.com/aklivity/zilla,"🦎 A multi-protocol edge & service proxy. Seamlessly interface web apps, IoT clients, & microservices to Apache Kafka® via declaratively defined, stateless APIs.",2192,2025-01-20T08:00:24Z,682,563,False,55,Java,29975,1.0,False,False,False,https://api.github.com/repos/aklivity/zilla/contributors,https://api.github.com/repos/aklivity/zilla/collaborators{/collaborator},18,edge iot
Industrial-IoT,Azure/Industrial-IoT,https://github.com/Azure/Industrial-IoT,Azure Industrial IoT Platform,1958,2025-01-17T13:07:22Z,96,537,False,215,C#,76757,1.0,False,False,False,https://api.github.com/repos/Azure/Industrial-IoT/contributors,https://api.github.com/repos/Azure/Industrial-IoT/collaborators{/collaborator},52,edge iot
fabedge,FabEdge/fabedge,https://github.com/FabEdge/fabedge,Secure Edge Networking Solution Based On Kubernetes,835,2025-01-11T01:27:42Z,7,523,False,57,Go,5337,1.0,False,False,False,https://api.github.com/repos/FabEdge/fabedge/contributors,https://api.github.com/repos/FabEdge/fabedge/collaborators{/collaborator},17,edge iot
luos_engine,Luos-io/luos_engine,https://github.com/Luos-io/luos_engine,"Open-source and real-time orchestrator for cyber-physical-systems, to easily design, test and deploy embedded applications and digital twins.",1488,2025-01-15T13:51:34Z,0,519,False,57,C,23386,1.0,False,False,False,https://api.github.com/repos/Luos-io/luos_engine/contributors,https://api.github.com/repos/Luos-io/luos_engine/collaborators{/collaborator},13,edge iot
macchina.io,macchina-io/macchina.io,https://github.com/macchina-io/macchina.io,"macchina.io EDGE is a powerful C++ and JavaScript SDK for edge devices, multi-service IoT gateways and connected embedded systems.",1233,2024-06-11T16:51:00Z,37,517,False,156,C++,128373,1.0,False,False,False,https://api.github.com/repos/macchina-io/macchina.io/contributors,https://api.github.com/repos/macchina-io/macchina.io/collaborators{/collaborator},7,edge iot
kura,eclipse-kura/kura,https://github.com/eclipse-kura/kura,"Eclipse Kura™ is a versatile framework to supercharge your edge devices, streamlining the process of configuring your gateway, connecting sensors, and IoT devices to seamlessly collect, process, and send data to the cloud.",6039,2025-01-20T10:16:12Z,212,513,False,314,Java,405797,1.0,False,False,False,https://api.github.com/repos/eclipse-kura/kura/contributors,https://api.github.com/repos/eclipse-kura/kura/collaborators{/collaborator},59,edge iot
eve,lf-edge/eve,https://github.com/lf-edge/eve,EVE is Edge Virtualization Engine ,11140,2025-01-17T17:09:18Z,906,480,False,164,Go,400535,1.0,False,False,False,https://api.github.com/repos/lf-edge/eve/contributors,https://api.github.com/repos/lf-edge/eve/collaborators{/collaborator},83,edge iot
keylime,keylime/keylime,https://github.com/keylime/keylime,A CNCF Project to Bootstrap & Maintain Trust on the Edge / Cloud and IoT,1964,2025-01-17T17:31:37Z,191,440,False,153,Python,15813,1.0,False,False,False,https://api.github.com/repos/keylime/keylime/contributors,https://api.github.com/repos/keylime/keylime/collaborators{/collaborator},65,edge iot
embeddedml,jonnor/embeddedml,https://github.com/jonnor/embeddedml,Notes on Machine Learning on edge for embedded/sensor/IoT uses,520,2025-01-15T23:54:32Z,265,257,False,31,Jupyter Notebook,132566,1.0,False,False,False,https://api.github.com/repos/jonnor/embeddedml/contributors,https://api.github.com/repos/jonnor/embeddedml/collaborators{/collaborator},1,edge iot
frontier,singchia/frontier,https://github.com/singchia/frontier,The first open source cloud-native tcp gateway for edges. 首个开源云原生tcp/udp长连接网关，支持rpc、消息和流，微服务和边缘节点/客户端互相直达！完美匹配mesh vpn、内网穿透、边缘管理、iot网关等场景,268,2024-10-15T03:11:22Z,263,253,False,36,Go,14618,1.0,False,False,False,https://api.github.com/repos/singchia/frontier/contributors,https://api.github.com/repos/singchia/frontier/collaborators{/collaborator},4,edge iot
iot-edge-opc-plc,Azure-Samples/iot-edge-opc-plc,https://github.com/Azure-Samples/iot-edge-opc-plc,"Sample OPC UA server with nodes that generate random and increasing data, anomalies and much more ...",437,2025-01-09T14:26:06Z,68,236,False,95,C#,1660,1.0,False,False,False,https://api.github.com/repos/Azure-Samples/iot-edge-opc-plc/contributors,https://api.github.com/repos/Azure-Samples/iot-edge-opc-plc/collaborators{/collaborator},23,edge iot
thin-edge.io,thin-edge/thin-edge.io,https://github.com/thin-edge/thin-edge.io,The open edge framework for lightweight IoT devices,5432,2025-01-17T22:04:34Z,1771,228,False,56,Rust,122193,1.0,False,False,False,https://api.github.com/repos/thin-edge/thin-edge.io/contributors,https://api.github.com/repos/thin-edge/thin-edge.io/collaborators{/collaborator},30,edge iot
ThingsGateway,ThingsGateway/ThingsGateway,https://github.com/ThingsGateway/ThingsGateway,"ThingsGateway is a cross platform high-performance edge acquisition gateway based on Net8, providing underlying PLC communication libraries, communication debugging software, and more.",1839,2025-01-20T07:54:23Z,930,196,False,42,C#,98752,1.0,False,False,False,https://api.github.com/repos/ThingsGateway/ThingsGateway/contributors,https://api.github.com/repos/ThingsGateway/ThingsGateway/collaborators{/collaborator},10,edge iot
iotedge-lorawan-starterkit,Azure/iotedge-lorawan-starterkit,https://github.com/Azure/iotedge-lorawan-starterkit,Sample implementation of LoRaWAN components to connect LoRaWAN antenna gateway running IoT Edge directly with Azure IoT.,1074,2024-05-30T13:04:45Z,0,185,False,63,C#,35444,1.0,False,False,False,https://api.github.com/repos/Azure/iotedge-lorawan-starterkit/contributors,https://api.github.com/repos/Azure/iotedge-lorawan-starterkit/collaborators{/collaborator},34,edge iot
simpleiot,simpleiot/simpleiot,https://github.com/simpleiot/simpleiot,Simple IoT cloud/edge application/framework,3433,2025-01-03T22:10:16Z,263,178,False,29,Go,16600,1.0,False,False,False,https://api.github.com/repos/simpleiot/simpleiot/contributors,https://api.github.com/repos/simpleiot/simpleiot/collaborators{/collaborator},9,edge iot
azure-iotedge,Azure/azure-iotedge,https://github.com/Azure/azure-iotedge,The Azure IoT Edge product,219,2024-11-13T19:42:52Z,57,170,False,43,PowerShell,212,1.0,False,False,False,https://api.github.com/repos/Azure/azure-iotedge/contributors,https://api.github.com/repos/Azure/azure-iotedge/collaborators{/collaborator},18,edge iot
iotedgedev,Azure/iotedgedev,https://github.com/Azure/iotedgedev,The Azure IoT Edge Dev Tool greatly simplifies your Azure IoT Edge development process. It has everything you need to get started and helps with your day-to-day Edge development.,585,2024-03-13T17:27:55Z,2,163,False,72,Python,4414,1.0,False,False,False,https://api.github.com/repos/Azure/iotedgedev/contributors,https://api.github.com/repos/Azure/iotedgedev/collaborators{/collaborator},31,edge iot
fledge,fledge-iot/fledge,https://github.com/fledge-iot/fledge,"An open source platform for the Industrial Internet of Things, it acts as an edge gateway between sensor devices and cloud storage systems.",11824,2025-01-17T12:43:43Z,608,127,False,50,Python,44971,1.0,False,False,False,https://api.github.com/repos/fledge-iot/fledge/contributors,https://api.github.com/repos/fledge-iot/fledge/collaborators{/collaborator},42,edge iot
fogflow,smartfog/fogflow,https://github.com/smartfog/fogflow,FogFlow is a standard-based IoT fog computing framework that supports serverless computing and edge computing with advanced programming models,2471,2024-11-04T09:48:23Z,22,126,False,45,Go,187714,1.0,False,False,False,https://api.github.com/repos/smartfog/fogflow/contributors,https://api.github.com/repos/smartfog/fogflow/collaborators{/collaborator},23,edge iot
starlane,starlane-io/starlane,https://github.com/starlane-io/starlane,"Starlane makes it easy to deploy and interoperate with secure WebAssembly code in the cloud, the edge, desktop, mobile and IoT environments.",1497,2025-01-17T02:06:48Z,311,103,False,3,Rust,60890,1.0,False,False,False,https://api.github.com/repos/starlane-io/starlane/contributors,https://api.github.com/repos/starlane-io/starlane/collaborators{/collaborator},2,edge iot
dem,axem-solutions/dem,https://github.com/axem-solutions/dem,Containerized Development Environment Manager for embedded development,495,2025-01-17T17:02:10Z,69,101,False,15,Python,7597,1.0,False,False,False,https://api.github.com/repos/axem-solutions/dem/contributors,https://api.github.com/repos/axem-solutions/dem/collaborators{/collaborator},9,edge iot
edge-home-orchestration-go,lf-edge/edge-home-orchestration-go,https://github.com/lf-edge/edge-home-orchestration-go,Home Edge Project in LF Edge - Edge Orchestration for home edge devices to enabling smart home use cases.,769,2025-01-06T09:17:12Z,8,94,False,51,Go,5354,1.0,False,False,False,https://api.github.com/repos/lf-edge/edge-home-orchestration-go/contributors,https://api.github.com/repos/lf-edge/edge-home-orchestration-go/collaborators{/collaborator},20,edge iot
IntelligentEdgeHOL,toolboc/IntelligentEdgeHOL,https://github.com/toolboc/IntelligentEdgeHOL,"The IntelligentEdgeHOL walks through the process of deploying an IoT Edge module to an Nvidia Jetson Nano device to allow for detection of objects in YouTube videos, RTSP streams, or an attached web cam",38,2024-06-11T18:47:03Z,0,93,False,37,Python,32195,1.0,False,False,False,https://api.github.com/repos/toolboc/IntelligentEdgeHOL/contributors,https://api.github.com/repos/toolboc/IntelligentEdgeHOL/collaborators{/collaborator},3,edge iot
compage,intelops/compage,https://github.com/intelops/compage,"Compage - Low-Code Framework to develop Rest API, gRPC, dRPC, GraphQL, WebAssembly, microservices, FaaS, Temporal workloads, IoT and edge services, K8s controllers, K8s CRDs, K8s custom APIs, K8s Operators, K8s hooks, etc. with minimal coding and by automatically applying best practice methods like software supply chain security measures, SBOM, openAPI, cloudevents, etc. Auto generate code after defining requirements in UI as diagram.",976,2024-08-09T19:09:32Z,43,83,False,21,Go,29436,1.0,False,False,False,https://api.github.com/repos/intelops/compage/contributors,https://api.github.com/repos/intelops/compage/collaborators{/collaborator},7,edge iot
iotkit-agent,enableiot/iotkit-agent,https://github.com/enableiot/iotkit-agent,Edge agent to abstract cloud connectivity complexities,676,2024-06-25T17:30:40Z,1,82,False,49,JavaScript,2295,1.0,False,True,False,https://api.github.com/repos/enableiot/iotkit-agent/contributors,https://api.github.com/repos/enableiot/iotkit-agent/collaborators{/collaborator},22,edge iot
smart-retail-analytics,intel-iot-devkit/smart-retail-analytics,https://github.com/intel-iot-devkit/smart-retail-analytics,"Use computer vision inference in the Intel® Distribution of OpenVINO™ toolkit to provide analytics on customer engagement, store traffic, and shelf inventory.",11,2024-07-22T22:26:20Z,1,76,False,44,Python,1663,1.0,False,True,False,https://api.github.com/repos/intel-iot-devkit/smart-retail-analytics/contributors,https://api.github.com/repos/intel-iot-devkit/smart-retail-analytics/collaborators{/collaborator},6,edge iot
Phi-3MiniSamples,Azure-Samples/Phi-3MiniSamples,https://github.com/Azure-Samples/Phi-3MiniSamples,"Discover how phi3-mini, a new series of models from Microsoft, enables deployment of Large Language Models (LLMs) on edge devices and IoT devices. Learn how to use Semantic Kernel, Ollama/LlamaEdge, and ONNX Runtime to access and infer phi3-mini models, and explore the possibilities of generative AI in various application scenarios",34,2024-07-09T19:46:18Z,34,70,False,18,C++,6414,1.0,False,False,False,https://api.github.com/repos/Azure-Samples/Phi-3MiniSamples/contributors,https://api.github.com/repos/Azure-Samples/Phi-3MiniSamples/collaborators{/collaborator},5,edge iot
aws-iot-fleetwise-edge,aws/aws-iot-fleetwise-edge,https://github.com/aws/aws-iot-fleetwise-edge,Reference Implementation for AWS IoT FleetWise,92,2025-01-15T14:50:35Z,25,63,False,45,C++,5039,1.0,False,False,False,https://api.github.com/repos/aws/aws-iot-fleetwise-edge/contributors,https://api.github.com/repos/aws/aws-iot-fleetwise-edge/collaborators{/collaborator},15,edge iot
NOMA-MEC-IoVT,qlt315/NOMA-MEC-IoVT,https://github.com/qlt315/NOMA-MEC-IoVT,"Simulation code of our paper in IEEE Transactions on Vehicular Technology: ''Joint Transmission and Resource Optimization in NOMA-assisted IoVT with Mobile Edge Computing""",19,2024-07-26T03:32:18Z,5,63,False,9,MATLAB,18857,1.0,False,False,False,https://api.github.com/repos/qlt315/NOMA-MEC-IoVT/contributors,https://api.github.com/repos/qlt315/NOMA-MEC-IoVT/collaborators{/collaborator},1,edge iot
meta-iotedge,Azure/meta-iotedge,https://github.com/Azure/meta-iotedge,Yocto layer for Azure IoT Edge,45,2024-10-29T18:53:41Z,3,55,False,59,BitBake,188,1.0,False,False,False,https://api.github.com/repos/Azure/meta-iotedge/contributors,https://api.github.com/repos/Azure/meta-iotedge/collaborators{/collaborator},9,edge iot
iotedge-eflow,Azure/iotedge-eflow,https://github.com/Azure/iotedge-eflow,Azure IoT Edge for Linux on Windows,505,2024-11-26T21:13:54Z,1,51,False,29,PowerShell,54935,1.0,False,False,False,https://api.github.com/repos/Azure/iotedge-eflow/contributors,https://api.github.com/repos/Azure/iotedge-eflow/collaborators{/collaborator},8,edge iot
concurrent-video-analytic-pipeline-optimization-sample-l,intel-iot-devkit/concurrent-video-analytic-pipeline-optimization-sample-l,https://github.com/intel-iot-devkit/concurrent-video-analytic-pipeline-optimization-sample-l,"Create a concurrent video analysis pipeline featuring multistream face and human pose detection, vehicle attribute detection, and the ability to encode multiple videos to local storage in a single stream.",34,2024-07-22T22:26:08Z,1,51,False,14,C++,9076,1.0,False,True,False,https://api.github.com/repos/intel-iot-devkit/concurrent-video-analytic-pipeline-optimization-sample-l/contributors,https://api.github.com/repos/intel-iot-devkit/concurrent-video-analytic-pipeline-optimization-sample-l/collaborators{/collaborator},6,edge iot
tokay-lite-sdk,maxlab-io/tokay-lite-sdk,https://github.com/maxlab-io/tokay-lite-sdk,Tokay Lite: Low Power Edge AI Camera SDK,117,2024-09-29T11:43:21Z,6,49,False,7,C++,829,1.0,False,False,False,https://api.github.com/repos/maxlab-io/tokay-lite-sdk/contributors,https://api.github.com/repos/maxlab-io/tokay-lite-sdk/collaborators{/collaborator},2,edge iot
trusted-connector,Fraunhofer-AISEC/trusted-connector,https://github.com/Fraunhofer-AISEC/trusted-connector,"IoT edge platform ""Trusted Connector"" of the International Data Spaces. Based on Spring Boot, includes Camel message routing, a Camel component for IDSCP2 (including remote attestation with other connectors) and a management web UI.",2263,2024-08-31T15:15:08Z,32,48,False,45,Kotlin,114526,1.0,False,False,False,https://api.github.com/repos/Fraunhofer-AISEC/trusted-connector/contributors,https://api.github.com/repos/Fraunhofer-AISEC/trusted-connector/collaborators{/collaborator},14,edge iot
evio,EdgeVPNio/evio,https://github.com/EdgeVPNio/evio,"Virtualized overlay networking for the fog. The Evio network spans the continuum, from the cloud to the edge, providing a virtual private layer 2 network suitable for edge devices in IoT workloads.",190,2024-08-26T19:53:45Z,32,45,False,15,Python,2080,1.0,False,False,False,https://api.github.com/repos/EdgeVPNio/evio/contributors,https://api.github.com/repos/EdgeVPNio/evio/collaborators{/collaborator},6,edge iot
awesome-edge,yarncraft/awesome-edge,https://github.com/yarncraft/awesome-edge,"A qualitative compilation of production-ready frameworks, services and repositories with a focus on Edge Computing & IoT",15,2024-03-08T23:59:59Z,3,40,False,7,,116,1.0,False,False,False,https://api.github.com/repos/yarncraft/awesome-edge/contributors,https://api.github.com/repos/yarncraft/awesome-edge/collaborators{/collaborator},1,edge iot
IntelligentEdgeHOL,Azure/IntelligentEdgeHOL,https://github.com/Azure/IntelligentEdgeHOL,"The IntelligentEdgeHOL walks through the process of deploying an Azure IoT Edge module to an Nvidia Jetson Nano device to allow for detection of objects in YouTube videos, RTSP streams, or an attached web cam ",38,2024-06-11T19:49:17Z,0,40,False,7,Python,32182,1.0,False,False,False,https://api.github.com/repos/Azure/IntelligentEdgeHOL/contributors,https://api.github.com/repos/Azure/IntelligentEdgeHOL/collaborators{/collaborator},3,edge iot
Packer,HariSekhon/Packer,https://github.com/HariSekhon/Packer,"HashiCorp Packer code to build portable virtual machines in OVA format for Ubuntu, Debian and Redhat based systems with automated installers Kickstart, Preseed and AutoInstaller / Cloud-Init. Useful for IoT edge sites, Kubernetes base systems and VM appliances to ship to customers",821,2024-10-13T00:08:39Z,83,39,False,6,HCL,434,1.0,False,False,False,https://api.github.com/repos/HariSekhon/Packer/contributors,https://api.github.com/repos/HariSekhon/Packer/collaborators{/collaborator},1,edge iot
edgelink,oldrev/edgelink,https://github.com/oldrev/edgelink,"A based flow programming runtime engine, compatible with Node-RED, in Rust.",467,2025-01-01T23:26:34Z,466,38,False,6,Rust,1724,1.0,False,False,False,https://api.github.com/repos/oldrev/edgelink/contributors,https://api.github.com/repos/oldrev/edgelink/collaborators{/collaborator},3,edge iot
edgehog,edgehog-device-manager/edgehog,https://github.com/edgehog-device-manager/edgehog,"Easily manage your IoT device fleet with Edgehog at once. Get information on device status, deploy updates, geolocate your devices and much more!",1639,2025-01-15T13:12:47Z,512,35,False,22,Elixir,8234,1.0,False,False,False,https://api.github.com/repos/edgehog-device-manager/edgehog/contributors,https://api.github.com/repos/edgehog-device-manager/edgehog/collaborators{/collaborator},15,edge iot
Pyluos,Luos-io/Pyluos,https://github.com/Luos-io/Pyluos,A Python library to program a Luos based network through a high level interface.,616,2024-12-12T17:25:21Z,0,34,False,17,Python,486,1.0,False,False,False,https://api.github.com/repos/Luos-io/Pyluos/contributors,https://api.github.com/repos/Luos-io/Pyluos/collaborators{/collaborator},18,edge iot
JAMScript,citelab/JAMScript,https://github.com/citelab/JAMScript,A programming language for cloud of moving things (edge-based IoT),2593,2024-09-13T06:59:44Z,9,31,False,19,C,58313,1.0,False,False,False,https://api.github.com/repos/citelab/JAMScript/contributors,https://api.github.com/repos/citelab/JAMScript/collaborators{/collaborator},20,edge iot
redpanda-edge-agent,redpanda-data/redpanda-edge-agent,https://github.com/redpanda-data/redpanda-edge-agent,Lightweight internet of things agent that forwards events from the edge,59,2024-03-25T20:11:17Z,2,28,False,9,Go,7228,1.0,False,False,False,https://api.github.com/repos/redpanda-data/redpanda-edge-agent/contributors,https://api.github.com/repos/redpanda-data/redpanda-edge-agent/collaborators{/collaborator},3,edge iot
RPi-Pico-projects-for-schools,arm-university/RPi-Pico-projects-for-schools,https://github.com/arm-university/RPi-Pico-projects-for-schools,"Raspberry Pi Pico Projects for Schools:    Explore cutting-edge topics in Computing, including Machine Learning and Internet of Things. Ages 16-18. ",21,2024-07-26T08:41:42Z,1,28,False,7,Jupyter Notebook,54255,1.0,False,False,False,https://api.github.com/repos/arm-university/RPi-Pico-projects-for-schools/contributors,https://api.github.com/repos/arm-university/RPi-Pico-projects-for-schools/collaborators{/collaborator},3,edge iot
firmware-st-b-l475e-iot01a,edgeimpulse/firmware-st-b-l475e-iot01a,https://github.com/edgeimpulse/firmware-st-b-l475e-iot01a,Edge Impulse firmware for the ST B-L475E-IOT01A development board,63,2024-12-02T11:39:29Z,10,27,False,11,C,9641,1.0,False,False,False,https://api.github.com/repos/edgeimpulse/firmware-st-b-l475e-iot01a/contributors,https://api.github.com/repos/edgeimpulse/firmware-st-b-l475e-iot01a/collaborators{/collaborator},5,edge iot
FogBus2,Cloudslab/FogBus2,https://github.com/Cloudslab/FogBus2,FogBus2: A Lightweight and Distributed Container-based Framework for Integration of IoT-enabled Systems with Edge and Cloud Computing,471,2024-09-03T09:17:50Z,0,25,False,10,Python,27933,1.0,False,False,False,https://api.github.com/repos/Cloudslab/FogBus2/contributors,https://api.github.com/repos/Cloudslab/FogBus2/collaborators{/collaborator},2,edge iot
AttestationEngine,nokia/AttestationEngine,https://github.com/nokia/AttestationEngine,"An experimental (but fully functional) Remote Attestation Engine and Applications for TPM2.0 based systems (cloud, edge, IoT etc)",678,2024-01-24T10:59:41Z,25,24,False,17,Go,193873,1.0,False,False,False,https://api.github.com/repos/nokia/AttestationEngine/contributors,https://api.github.com/repos/nokia/AttestationEngine/collaborators{/collaborator},16,edge iot
magistrala,absmach/magistrala,https://github.com/absmach/magistrala,Industrial IoT Messaging and Device Management Platform,1761,2025-01-20T10:43:07Z,336,24,False,8,Go,145756,1.0,False,False,False,https://api.github.com/repos/absmach/magistrala/contributors,https://api.github.com/repos/absmach/magistrala/collaborators{/collaborator},69,edge iot
tracker-edge,particle-iot/tracker-edge,https://github.com/particle-iot/tracker-edge,Particle Tracker reference application,217,2024-12-21T01:15:04Z,25,23,False,31,C++,496,1.0,False,False,False,https://api.github.com/repos/particle-iot/tracker-edge/contributors,https://api.github.com/repos/particle-iot/tracker-edge/collaborators{/collaborator},14,edge iot
