URL,archived,collaborators,collaborators_url,commits_2024,contributors_url,desc.,disabled,fork,forks,full_name,lang,last_commit,name,score,search_term,size,stars,template,total_commits
https://github.com/ZIGTinyBook/Z-Ant,False,6,https://api.github.com/repos/ZIGTinyBook/Z-Ant/collaborators{/collaborator},271,https://api.github.com/repos/ZIGTinyBook/Z-Ant/contributors,Zant simplifies the deployment and optimization of neural networks on microprocessors,False,False,4,ZIGTinyBook/Z-Ant,Zig,2025-01-19T15:47:04Z,Z-Ant,1.0,['tinyml'],30833,45,False,320
https://github.com/tszydlo/FogML,False,1,https://api.github.com/repos/tszydlo/FogML/collaborators{/collaborator},7,https://api.github.com/repos/tszydlo/FogML/contributors,Source code generators for machine learning models.,False,False,8,tszydlo/FogML,Python,2025-01-15T00:27:39Z,FogML,1.0,['tinyml'],2696,37,False,40
https://github.com/reymor/stm32f429-tflite-micro-mnist,False,1,https://api.github.com/repos/reymor/stm32f429-tflite-micro-mnist/collaborators{/collaborator},7,https://api.github.com/repos/reymor/stm32f429-tflite-micro-mnist/contributors,Handwritten number recognition with STMF429 TFlite micro mnist,False,False,7,reymor/stm32f429-tflite-micro-mnist,C,2024-02-12T22:07:53Z,stm32f429-tflite-micro-mnist,1.0,['tinyml'],4029,25,False,8
https://github.com/Mjrovai/TinyML4D,False,1,https://api.github.com/repos/Mjrovai/TinyML4D/collaborators{/collaborator},82,https://api.github.com/repos/Mjrovai/TinyML4D/contributors,Community of researchers and practitioners focused on both improving access to TinyML education and enabling innovative solutions for the unique challenges faced by Developing Countries.,False,False,10,Mjrovai/TinyML4D,Jupyter Notebook,2024-12-23T19:55:04Z,TinyML4D,1.0,['tinyml'],457637,24,False,230
https://github.com/edgeimpulse/firmware-syntiant-tinyml,False,5,https://api.github.com/repos/edgeimpulse/firmware-syntiant-tinyml/collaborators{/collaborator},5,https://api.github.com/repos/edgeimpulse/firmware-syntiant-tinyml/contributors,Edge Impulse firmware for Syntiant TinyML board,False,False,8,edgeimpulse/firmware-syntiant-tinyml,C,2024-12-02T11:39:40Z,firmware-syntiant-tinyml,1.0,['tinyml'],556,21,False,22
https://github.com/AmbiqAI/heartkit,False,1,https://api.github.com/repos/AmbiqAI/heartkit/collaborators{/collaborator},43,https://api.github.com/repos/AmbiqAI/heartkit/contributors,Perform AI-based heart monitoring tasks,False,False,7,AmbiqAI/heartkit,Jupyter Notebook,2024-10-10T21:46:36Z,heartkit,1.0,['tinyml'],39767,21,False,195
https://github.com/garrettkinman/tinyNN,False,1,https://api.github.com/repos/garrettkinman/tinyNN/collaborators{/collaborator},24,https://api.github.com/repos/garrettkinman/tinyNN/contributors,Tiny neural network inference engine for TinyML written in Nim. Portable to custom accelerators.,False,False,0,garrettkinman/tinyNN,Nim,2024-10-06T19:49:15Z,tinyNN,1.0,['tinyml'],145,20,False,35
https://github.com/Z80coder/db-nets,False,1,https://api.github.com/repos/Z80coder/db-nets/collaborators{/collaborator},1,https://api.github.com/repos/Z80coder/db-nets/contributors,"∂B nets: learning discrete, boolean-valued functions by gradient descent",False,False,3,Z80coder/db-nets,Mathematica,2024-01-30T10:56:32Z,db-nets,1.0,['tinyml'],58016,19,False,503
https://github.com/mryndzionek/rp2040_pico_sdk_playground,False,1,https://api.github.com/repos/mryndzionek/rp2040_pico_sdk_playground/collaborators{/collaborator},41,https://api.github.com/repos/mryndzionek/rp2040_pico_sdk_playground/contributors,Raspberry Pi Pico (RP2040) playground,False,False,1,mryndzionek/rp2040_pico_sdk_playground,C,2024-11-11T13:49:39Z,rp2040_pico_sdk_playground,1.0,['tinyml'],6733,16,False,65
https://github.com/tkeyo/tinyml-esp-data,False,1,https://api.github.com/repos/tkeyo/tinyml-esp-data/collaborators{/collaborator},3,https://api.github.com/repos/tkeyo/tinyml-esp-data/contributors,Training machine learning models on time-series data for the tinyml-esp repository.,False,False,1,tkeyo/tinyml-esp-data,Jupyter Notebook,2024-02-13T19:19:18Z,tinyml-esp-data,1.0,['tinyml'],40947,14,False,71
https://github.com/pvti/CORING,False,1,https://api.github.com/repos/pvti/CORING/collaborators{/collaborator},18,https://api.github.com/repos/pvti/CORING/contributors,:ring: Efficient tensor decomposition-based filter pruning,False,False,3,pvti/CORING,Jupyter Notebook,2024-06-28T17:07:54Z,CORING,1.0,['tinyml'],285625,14,False,149
https://github.com/AkshathRaghav/tinyspeech,False,1,https://api.github.com/repos/AkshathRaghav/tinyspeech/collaborators{/collaborator},17,https://api.github.com/repos/AkshathRaghav/tinyspeech/contributors,"Code release for ""TinySpeech: Attention Condensers for Deep Speech Recognition Neural Networks on Edge Devices""",False,False,2,AkshathRaghav/tinyspeech,C,2025-01-16T22:26:27Z,tinyspeech,1.0,['tinyml'],1474,11,False,32
https://github.com/nycu-caslab/TinyTS,False,1,https://api.github.com/repos/nycu-caslab/TinyTS/collaborators{/collaborator},5,https://api.github.com/repos/nycu-caslab/TinyTS/contributors,This is the open-source version of TinyTS. The code is dirty so far. We may clean the code in the future.,False,False,1,nycu-caslab/TinyTS,C++,2024-07-16T11:52:37Z,TinyTS,1.0,['tinyml'],53958,11,False,7
https://github.com/AmbiqAI/sleepkit,False,1,https://api.github.com/repos/AmbiqAI/sleepkit/collaborators{/collaborator},29,https://api.github.com/repos/AmbiqAI/sleepkit/contributors,Perform AI-based sleep monitoring,False,False,2,AmbiqAI/sleepkit,Jupyter Notebook,2024-10-02T18:08:39Z,sleepkit,1.0,['tinyml'],31770,11,False,58
https://github.com/sharc-lab/Edge-MoE,False,2,https://api.github.com/repos/sharc-lab/Edge-MoE/collaborators{/collaborator},3,https://api.github.com/repos/sharc-lab/Edge-MoE/contributors,Edge-MoE: Memory-Efficient Multi-Task Vision Transformer Architecture with Task-level Sparsity via Mixture-of-Experts,False,False,15,sharc-lab/Edge-MoE,C++,2024-05-10T20:31:30Z,Edge-MoE,1.0,['edge-architecture'],74236,98,False,5
https://github.com/wuzhiyuan2000/FedCache,False,1,https://api.github.com/repos/wuzhiyuan2000/FedCache/collaborators{/collaborator},36,https://api.github.com/repos/wuzhiyuan2000/FedCache/contributors,[TMC 2024 Top 15 Popular Article] FedCache: A Knowledge Cache-driven Federated Learning Architecture for Personalized Edge Intelligence,False,False,15,wuzhiyuan2000/FedCache,Python,2025-01-01T12:37:05Z,FedCache,1.0,['edge-architecture'],3627,78,False,54
https://github.com/mlcommons/tiny,False,17,https://api.github.com/repos/mlcommons/tiny/collaborators{/collaborator},37,https://api.github.com/repos/mlcommons/tiny/contributors,MLPerf™  Tiny is an ML benchmark suite for extremely low-power systems such as microcontrollers,False,False,93,mlcommons/tiny,C,2024-12-24T13:12:06Z,tiny,1.0,['tiny-ml'],83619,368,False,244
https://github.com/eloquentarduino/EloquentTinyML,False,2,https://api.github.com/repos/eloquentarduino/EloquentTinyML/collaborators{/collaborator},3,https://api.github.com/repos/eloquentarduino/EloquentTinyML/contributors,Eloquent interface to Tensorflow Lite for Microcontrollers,False,False,57,eloquentarduino/EloquentTinyML,C++,2024-07-18T15:47:32Z,EloquentTinyML,1.0,['tiny-ml'],1891,306,False,24
https://github.com/wangxb96/Awesome-EdgeAI,False,1,https://api.github.com/repos/wangxb96/Awesome-EdgeAI/collaborators{/collaborator},7,https://api.github.com/repos/wangxb96/Awesome-EdgeAI/contributors,"Resources of our survey paper ""Optimizing Edge AI: A Comprehensive Survey on Data, Model, and System Strategies""",False,False,7,wangxb96/Awesome-EdgeAI,,2025-01-08T10:12:56Z,Awesome-EdgeAI,1.0,['tiny-ml'],3813,63,False,125
https://github.com/aallan/benchmarking-ml-on-the-edge,False,1,https://api.github.com/repos/aallan/benchmarking-ml-on-the-edge/collaborators{/collaborator},42,https://api.github.com/repos/aallan/benchmarking-ml-on-the-edge/contributors,Benchmarking machine learning inferencing on embedded hardware.,False,False,1,aallan/benchmarking-ml-on-the-edge,Python,2024-06-07T10:41:50Z,benchmarking-ml-on-the-edge,1.0,['tiny-ml'],276136,22,False,42
https://github.com/lojikil/coastML,False,1,https://api.github.com/repos/lojikil/coastML/collaborators{/collaborator},8,https://api.github.com/repos/lojikil/coastML/contributors,a tiny experimental ML dialect combining Yeti & CarML,False,False,0,lojikil/coastML,Python,2025-01-16T15:47:01Z,coastML,1.0,['tiny-ml'],267,12,False,290
https://github.com/google-ai-edge/mediapipe,False,79,https://api.github.com/repos/google-ai-edge/mediapipe/collaborators{/collaborator},1395,https://api.github.com/repos/google-ai-edge/mediapipe/contributors,"Cross-platform, customizable ML solutions for live and streaming media.",False,False,5220,google-ai-edge/mediapipe,C++,2025-01-17T18:25:05Z,mediapipe,1.0,['edge_ai'],603480,28306,False,4406
https://github.com/jomjol/AI-on-the-edge-device,False,61,https://api.github.com/repos/jomjol/AI-on-the-edge-device/collaborators{/collaborator},266,https://api.github.com/repos/jomjol/AI-on-the-edge-device/contributors,"Easy to use device for connecting ""old"" measuring units (water, power, gas, ...) to the digital world",False,False,677,jomjol/AI-on-the-edge-device,C++,2025-01-20T11:59:08Z,AI-on-the-edge-device,1.0,['edge_ai'],163039,6268,False,2026
https://github.com/NVlabs/VILA,False,15,https://api.github.com/repos/NVlabs/VILA/collaborators{/collaborator},59,https://api.github.com/repos/NVlabs/VILA/contributors,"VILA is a family of state-of-the-art vision language models (VLMs) for diverse multimodal AI tasks across the edge, data center, and cloud.",False,False,224,NVlabs/VILA,Python,2025-01-11T08:40:08Z,VILA,1.0,['edge_ai'],71722,2797,False,76
https://github.com/pytorch/executorch,False,100,https://api.github.com/repos/pytorch/executorch/collaborators{/collaborator},3856,https://api.github.com/repos/pytorch/executorch/contributors,"On-device AI across mobile, embedded and edge for PyTorch",False,False,421,pytorch/executorch,C++,2025-01-20T11:35:28Z,executorch,1.0,['edge_ai'],150588,2417,False,5272
https://github.com/inngest/inngest,False,24,https://api.github.com/repos/inngest/inngest/collaborators{/collaborator},1097,https://api.github.com/repos/inngest/inngest/contributors,"The leading workflow orchestration platform.  Run stateful step functions and AI workflows on serverless, servers, or the edge.",False,False,91,inngest/inngest,Go,2025-01-17T23:31:55Z,inngest,1.0,['edge_ai'],325678,2356,False,4174
https://github.com/yomorun/yomo,False,18,https://api.github.com/repos/yomorun/yomo/collaborators{/collaborator},141,https://api.github.com/repos/yomorun/yomo/contributors,"🦖 Stateful Serverless Framework for Geo-distributed Edge AI Infra. with function calling support, write once, run on any model.",False,False,129,yomorun/yomo,Go,2025-01-20T07:59:43Z,yomo,1.0,['edge_ai'],68850,1694,False,603
https://github.com/sipeed/MaixPy-v1,False,28,https://api.github.com/repos/sipeed/MaixPy-v1/collaborators{/collaborator},4,https://api.github.com/repos/sipeed/MaixPy-v1/contributors,"MicroPython for K210 RISC-V, let's play with edge AI easier",False,False,441,sipeed/MaixPy-v1,Python,2024-06-17T07:52:31Z,MaixPy-v1,1.0,['edge_ai'],57173,1688,False,598
https://github.com/Xilinx/Vitis-AI,False,34,https://api.github.com/repos/Xilinx/Vitis-AI/collaborators{/collaborator},3,https://api.github.com/repos/Xilinx/Vitis-AI/contributors,"Vitis AI is Xilinx’s development stack for AI inference on Xilinx hardware platforms, including both edge devices and Alveo cards.",False,False,640,Xilinx/Vitis-AI,Python,2024-09-12T07:20:12Z,Vitis-AI,1.0,['edge_ai'],2361712,1526,False,1253
https://github.com/johnolafenwa/DeepStack,False,5,https://api.github.com/repos/johnolafenwa/DeepStack/collaborators{/collaborator},0,https://api.github.com/repos/johnolafenwa/DeepStack/contributors,The World's Leading Cross Platform AI Engine for Edge Devices,False,False,114,johnolafenwa/DeepStack,Python,2024-06-13T15:03:35Z,DeepStack,1.0,['edge_ai'],413887,723,False,282
https://github.com/google-ai-edge/ai-edge-torch,False,24,https://api.github.com/repos/google-ai-edge/ai-edge-torch/collaborators{/collaborator},290,https://api.github.com/repos/google-ai-edge/ai-edge-torch/contributors,Supporting PyTorch models with the Google AI Edge TFLite runtime.,False,False,54,google-ai-edge/ai-edge-torch,Jupyter Notebook,2025-01-17T22:17:37Z,ai-edge-torch,1.0,['edge_ai'],11396,427,False,311
https://github.com/crespum/edge-ai,False,6,https://api.github.com/repos/crespum/edge-ai/collaborators{/collaborator},9,https://api.github.com/repos/crespum/edge-ai/contributors,A curated list of resources for embedded AI,False,False,47,crespum/edge-ai,,2025-01-15T08:10:34Z,edge-ai,1.0,['edge_ai'],82,384,False,57
https://github.com/defenseunicorns/leapfrogai,False,30,https://api.github.com/repos/defenseunicorns/leapfrogai/collaborators{/collaborator},350,https://api.github.com/repos/defenseunicorns/leapfrogai/contributors,"Production-ready Generative AI for local, cloud native, airgap, and edge deployments.",False,False,29,defenseunicorns/leapfrogai,Python,2024-11-13T16:06:55Z,leapfrogai,1.0,['edge_ai'],19351,265,False,734
https://github.com/ztachip/ztachip,False,2,https://api.github.com/repos/ztachip/ztachip/collaborators{/collaborator},63,https://api.github.com/repos/ztachip/ztachip/contributors,Opensource software/hardware platform to build edge AI solutions deployed on FPGA or custom ASIC hardware.,False,False,34,ztachip/ztachip,C++,2024-08-21T03:06:22Z,ztachip,1.0,['edge_ai'],173338,239,False,413
https://github.com/google-ai-edge/LiteRT,False,32,https://api.github.com/repos/google-ai-edge/LiteRT/collaborators{/collaborator},175,https://api.github.com/repos/google-ai-edge/LiteRT/contributors,"LiteRT is the new name for TensorFlow Lite (TFLite). While the name is new, it's still the same trusted, high-performance runtime for on-device AI, now with an expanded vision.",False,False,20,google-ai-edge/LiteRT,C++,2025-01-20T13:20:08Z,LiteRT,1.0,['edge_ai'],49965,238,False,262
https://github.com/sipeed/MaixPy,False,13,https://api.github.com/repos/sipeed/MaixPy/collaborators{/collaborator},408,https://api.github.com/repos/sipeed/MaixPy/contributors,Easily create AI projects with Python on edge device,False,False,47,sipeed/MaixPy,Python,2025-01-17T10:44:06Z,MaixPy,1.0,['edge_ai'],63546,226,False,443
https://github.com/AIWintermuteAI/aXeleRate,False,5,https://api.github.com/repos/AIWintermuteAI/aXeleRate/collaborators{/collaborator},3,https://api.github.com/repos/AIWintermuteAI/aXeleRate/contributors,Keras-based framework for AI on the Edge,False,False,71,AIWintermuteAI/aXeleRate,Python,2024-03-05T09:24:49Z,aXeleRate,1.0,['edge_ai'],9870,180,False,265
https://github.com/turingmotors/swan,False,2,https://api.github.com/repos/turingmotors/swan/collaborators{/collaborator},4,https://api.github.com/repos/turingmotors/swan/contributors,"This project aims to enable language model inference on FPGAs, supporting AI applications in edge devices and environments with limited resources.",False,False,3,turingmotors/swan,C++,2024-04-27T06:57:16Z,swan,1.0,['edge_ai'],2440,140,False,4
https://github.com/BrutalCoding/shady.ai,False,3,https://api.github.com/repos/BrutalCoding/shady.ai/collaborators{/collaborator},0,https://api.github.com/repos/BrutalCoding/shady.ai/contributors,Making offline AI models accessible to all types of edge devices.,False,False,14,BrutalCoding/shady.ai,Dart,2024-02-12T21:28:29Z,shady.ai,1.0,['edge_ai'],106367,134,False,55
https://github.com/bleedingedgeai/bleedingedge.ai,False,2,https://api.github.com/repos/bleedingedgeai/bleedingedge.ai/collaborators{/collaborator},1,https://api.github.com/repos/bleedingedgeai/bleedingedge.ai/contributors,Bleeding edge is a feed of noteworthy developments in AI and machine learning.,False,False,13,bleedingedgeai/bleedingedge.ai,TypeScript,2024-01-26T18:41:04Z,bleedingedge.ai,1.0,['edge_ai'],3962,123,False,290
https://github.com/analogdevicesinc/MaximAI_Documentation,False,13,https://api.github.com/repos/analogdevicesinc/MaximAI_Documentation/collaborators{/collaborator},5,https://api.github.com/repos/analogdevicesinc/MaximAI_Documentation/contributors,START HERE: Documentation for ADI's MAX78000 and MAX78002 Edge AI devices,False,False,44,analogdevicesinc/MaximAI_Documentation,,2024-05-13T16:18:32Z,MaximAI_Documentation,1.0,['edge_ai'],276610,101,False,111
https://github.com/analogdevicesinc/ai8x-training,False,13,https://api.github.com/repos/analogdevicesinc/ai8x-training/collaborators{/collaborator},45,https://api.github.com/repos/analogdevicesinc/ai8x-training/contributors,Model Training for ADI's MAX78000 and MAX78002 Edge AI Devices,False,False,91,analogdevicesinc/ai8x-training,Jupyter Notebook,2025-01-14T00:04:03Z,ai8x-training,1.0,['edge_ai'],231469,95,False,243
https://github.com/quanta-quest/quanta-quest,False,1,https://api.github.com/repos/quanta-quest/quanta-quest/collaborators{/collaborator},4,https://api.github.com/repos/quanta-quest/quanta-quest/contributors,"AI-powered universal search for all your personal data, tailored just for you.  Goal:The world's first product with ""edge-side LLMs + consumer data localization"" as its core development direction. ",False,False,5,quanta-quest/quanta-quest,TypeScript,2024-10-15T11:12:15Z,quanta-quest,1.0,['edge_ai'],2722,95,False,4
https://github.com/jomjol/AI-on-the-edge-device-docs,False,23,https://api.github.com/repos/jomjol/AI-on-the-edge-device-docs/collaborators{/collaborator},75,https://api.github.com/repos/jomjol/AI-on-the-edge-device-docs/contributors,Github for hosting the documentation for the project: https://github.com/jomjol/AI-on-the-edge-device,False,False,40,jomjol/AI-on-the-edge-device-docs,Python,2025-01-20T01:40:20Z,AI-on-the-edge-device-docs,1.0,['edge_ai'],106851,84,False,401
https://github.com/AkeruAI/akeru,True,9,https://api.github.com/repos/AkeruAI/akeru/collaborators{/collaborator},205,https://api.github.com/repos/AkeruAI/akeru/contributors,"Akeru is an open source AI platform built on top of the Akeru AI edge network. The network runs as a Bittensor Subnet, providing a transparent, safe and highly available AI capacities.",False,False,17,AkeruAI/akeru,TypeScript,2024-06-23T19:47:24Z,akeru,1.0,['edge_ai'],16908,84,False,219
https://github.com/Azure/KAN,False,8,https://api.github.com/repos/Azure/KAN/collaborators{/collaborator},80,https://api.github.com/repos/Azure/KAN/contributors,"KubeAI Application Nucleus for edge is a solution accelerator for creating, deploying, and operating environment-aware solutions at scale that use artificial intelligence (AI) at the edge with the control and flexibility of open-source natively on your environment. ",False,False,22,Azure/KAN,TypeScript,2024-05-15T08:00:06Z,KAN,1.0,['edge_ai'],67854,77,False,165
https://github.com/Azure-Samples/Phi-3MiniSamples,False,5,https://api.github.com/repos/Azure-Samples/Phi-3MiniSamples/collaborators{/collaborator},34,https://api.github.com/repos/Azure-Samples/Phi-3MiniSamples/contributors,"Discover how phi3-mini, a new series of models from Microsoft, enables deployment of Large Language Models (LLMs) on edge devices and IoT devices. Learn how to use Semantic Kernel, Ollama/LlamaEdge, and ONNX Runtime to access and infer phi3-mini models, and explore the possibilities of generative AI in various application scenarios",False,False,18,Azure-Samples/Phi-3MiniSamples,C++,2024-07-09T19:46:18Z,Phi-3MiniSamples,1.0,['edge_ai'],6414,70,False,34
https://github.com/asdaraujo/edge2ai-workshop,False,7,https://api.github.com/repos/asdaraujo/edge2ai-workshop/collaborators{/collaborator},89,https://api.github.com/repos/asdaraujo/edge2ai-workshop/contributors,Edge2AI Workshop,False,False,101,asdaraujo/edge2ai-workshop,Python,2025-01-14T07:45:37Z,edge2ai-workshop,1.0,['edge_ai'],98504,68,False,582
https://github.com/Seeed-Studio/node-red-contrib-ml,False,5,https://api.github.com/repos/Seeed-Studio/node-red-contrib-ml/collaborators{/collaborator},1,https://api.github.com/repos/Seeed-Studio/node-red-contrib-ml/contributors,Get started with AI vision at the edge with no coding experience at all!,False,False,31,Seeed-Studio/node-red-contrib-ml,JavaScript,2025-01-08T09:13:52Z,node-red-contrib-ml,1.0,['edge_ai'],5574,68,False,23
https://github.com/analogdevicesinc/ai8x-synthesis,False,14,https://api.github.com/repos/analogdevicesinc/ai8x-synthesis/collaborators{/collaborator},35,https://api.github.com/repos/analogdevicesinc/ai8x-synthesis/contributors,Quantization and Synthesis (Device Specific Code Generation) for ADI's MAX78000 and MAX78002 Edge AI Devices,False,False,60,analogdevicesinc/ai8x-synthesis,Python,2024-12-06T14:24:53Z,ai8x-synthesis,1.0,['edge_ai'],677035,59,False,305
https://github.com/maxlab-io/tokay-lite-sdk,False,2,https://api.github.com/repos/maxlab-io/tokay-lite-sdk/collaborators{/collaborator},6,https://api.github.com/repos/maxlab-io/tokay-lite-sdk/contributors,Tokay Lite: Low Power Edge AI Camera SDK,False,False,7,maxlab-io/tokay-lite-sdk,C++,2024-09-29T11:43:21Z,tokay-lite-sdk,1.0,['edge_ai'],829,49,False,117
https://github.com/unit-mesh/edge-infer,False,3,https://api.github.com/repos/unit-mesh/edge-infer/collaborators{/collaborator},11,https://api.github.com/repos/unit-mesh/edge-infer/contributors,"EdgeInfer enables efficient edge intelligence by running small AI models, including embeddings and OnnxModels, on resource-constrained devices like Android, iOS, or MCUs for real-time decision-making. EdgeInfer 旨在资源受限的设备上运行小型 AI 模型（包括向量化和 Onnx 模型），如 Android、iOS 或 MCUs，实现高效的边缘智能，用于实时决策。",False,False,2,unit-mesh/edge-infer,Rust,2024-04-17T09:23:00Z,edge-infer,1.0,['edge_ai'],280,39,False,121
https://github.com/moeru-ai/xsai,False,4,https://api.github.com/repos/moeru-ai/xsai/collaborators{/collaborator},208,https://api.github.com/repos/moeru-ai/xsai/contributors,"🤖💬 extra-small AI SDK for Browser, Node.js, Deno, Bun or Edge Runtime.",False,False,4,moeru-ai/xsai,TypeScript,2025-01-19T06:18:19Z,xsai,1.0,['edge_ai'],554,34,False,246
